"1172","{""name"":""1 Listen and read."",""imgs"":[{""url"":""/images/TA7T1SHS/U1-L1-1-1-uoruettvmcmutnah.jpg""}],""sentences"":[{""content"":"" Hi Mi, welcome to our house!"",""speaker"":""Nick"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Come upstairs! I’ll show you my room."",""speaker"":""Elena"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Wow! You have so many dolls."",""speaker"":""Mi"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Yes. My hobby is collecting dolls. Do you have a hobby?"",""speaker"":""Elena"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""I like collecting glass bottles."",""speaker"":""Mi"",""css"":"""",""begin"":"""",""end"":""""},{""content"":"" Really? That’s very unusual. Is it expensive?"",""speaker"":""Elena"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Not at all, I just keep the bottles after we use them. What about doll collecting? Is it expensive?"",""speaker"":""Mi"",""css"":"""",""begin"":"""",""end"":""""},{""content"":"" I guess so, but all of my dolls are presents. My parents, and my aunt and uncle always give me dolls on special occasions."",""speaker"":""Elena"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Your dolls are all very different."",""speaker"":""Mi"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Yes, they’re from all over the world!"",""speaker"":""Elena"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""I don’t know why girls collect things. It’s a piece of cake."",""speaker"":""Nick"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Do you have a difficult hobby, Nick?"",""speaker"":""Mi"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Yes, I enjoy mountain climbing."",""speaker"":""Nick"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""But Nick, there are no mountains around here!"",""speaker"":""Mi"",""css"":"""",""begin"":"""",""end"":""""},{""content"":"" I know. I’m in a mountain climbing club. We travel to mountains around Viet Nam. In the future, I’ll climb mountains in other countries too."",""speaker"":""Nick"",""css"":"""",""begin"":"""",""end"":""""}],""audio"":""/audio/TA7T1SHS/U1-L1-1.mp3"",""pageNumber"":""6""}","39","11","Unit 1 MY HOBBIES","GETTING STARTED","1 Listen and read.",,"2015-10-18 17:04:14","2015-12-19 04:12:36",NULL,"7101011"
"1173","{""name"":""1 Listen and read."",""imgs"":[{""url"":""/images/TA7T1SHS/U2-L1-1-1-eakiyqbqrptdkuyp.jpg""}],""sentences"":[{""content"":""Hi, Phong."",""speaker"":""Nick"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Oh, hi. You woke me up, Nick."",""speaker"":""Phong"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""But it’s ten o’clock already. Let’s go out."",""speaker"":""Nick"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""No, count me out. I think I’ll stay at home and play Zooniverse on my computer."",""speaker"":""Phong"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""What? It’s such a beautiful day. Come on! You already got enough sleep. Let’s do something outdoors – it’s healthier."",""speaker"":""Nick"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""What like, Nick?"",""speaker"":""Phong"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""How about going swimming? Or cycling? They are both really healthy."",""speaker"":""Nick"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""No, I don’t feel like it."",""speaker"":""Phong"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""You sound down Phong, are you OK?"",""speaker"":""Nick"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""I do feel kind of sad. I eat junk food all the time, so I’m putting on weight too."",""speaker"":""Phong"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""All the more reason to go out."",""speaker"":""Nick"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""No, Nick. Plus, I think I have flu – I feel weak and tired. And, I might get sunburnt outside."",""speaker"":""Phong"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""I won’t take no for an answer. I’m coming to your house now!"",""speaker"":""Nick"",""css"":"""",""begin"":"""",""end"":""""}],""audio"":""/audio/TA7T1SHS/U2-L1-1.mp3"",""pageNumber"":""16""}","39","11","Unit 2 HEALTH","GETTING STARTED","1 Listen and read.",,"2015-10-18 17:09:20","2015-12-19 04:13:18",NULL,"7102011"
"1174","{""name"":""1 Listen and read."",""imgs"":[{""url"":""/images/TA7T1SHS/U3-L1-1-1-htizgeqpgbovqroq.jpg""}],""sentences"":[{""content"":""Today on Global Citizen we interview Mai and Phuc from Hai Ba Trung School. Hi Mai, could you tell us about community service?"",""speaker"":""Reporter"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""It’s the work you do for the benefits of the community."",""speaker"":""It’s the work you do for the benefits of the community."",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Have you ever done volunteer work?"",""speaker"":""Reporter"",""css"":"""",""begin"":"""",""end"":""""},{""content"":"" Yes. I’m a member of Be a Buddy – a programme that helps street children. Last year we provided evening classes for fifty children."",""speaker"":""Mai"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Wonderful! What else have you done?"",""speaker"":""Reporter"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""We’ve asked people to donate books and clothes to the children."",""speaker"":""Mai"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Wow, that certainly makes a difference … And you Phuc, you’re from Go Green?"",""speaker"":""Reporter"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Yes, it’s a non-profit organisation that protects the environment. We’ve encouraged people to recycle glass, cans, and paper. We’ve cleaned streets and lakes …"",""speaker"":""Phuc"",""css"":"""",""begin"":"""",""end"":""""},{""content"":"" Did you start a community garden project last month?"",""speaker"":""Reporter"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Oh yes, so far we’ve planted …"",""speaker"":""Phuc"",""css"":"""",""begin"":"""",""end"":""""}],""audio"":""/audio/TA7T1SHS/U3-L1-1.mp3"",""pageNumber"":""26""}","39","11","Unit 3 COMMUNITY SERVICE","GETTING STARTED","1 Listen and read.",,"2015-10-18 17:17:04","2015-12-19 04:13:02",NULL,"7103011"
"1175","{""name"":""1 Listen and read."",""imgs"":[{""url"":""/images/TA7T1SHS/U4-L1-1-1-haewzapurqxfmaho.jpg""}],""sentences"":[{""content"":""Hi Duong. How are things?"",""speaker"":""Nick"",""css"":"""",""begin"":"""",""end"":""""},{""content"":"" Good. Oh, have you visited the Crazy Paint art gallery recently?"",""speaker"":""Duong"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""No, I haven’t. I heard that it’s not as good as it was before."",""speaker"":""Nick"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Oh no! It’s great! I went there last weekend. The paintings are excellent! So what shall we do this weekend?"",""speaker"":""Duong"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Let me see. The La La Las are playing at the Young Club, let’s go!"",""speaker"":""Nick"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""But we can watch the concert live on TV."",""speaker"":""Duong"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Oh, come on! It’s quite different to be there in person - the musicians, the crowd, the colourful lights, the atmosphere … it will be fantastic!"",""speaker"":""Nick"",""css"":"""",""begin"":"""",""end"":""""},{""content"":"" I don’t like so much noise, Nick. Loud pop music really isn’t my thing."",""speaker"":""Duong"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Come on, Duong. It will be exciting!"",""speaker"":""Nick"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""How about going to the cinema? I like films."",""speaker"":""Duong"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Me too. OK, we can go to the cinema if I get to choose the film!"",""speaker"":""Nick"",""css"":"""",""begin"":"""",""end"":""""}],""audio"":""/audio/TA7T1SHS/U4-L1-1.mp3"",""pageNumber"":""38""}","39","11","Unit 4 MUSIC AND ARTS","GETTING STARTED","1 Listen and read.",,"2015-10-18 17:22:03","2015-12-19 04:17:20",NULL,"7104011"
"1176","{""name"":""1 Listen and read."",""imgs"":[{""url"":""""}],""sentences"":[{""content"":""Dad and I are going to the opera tonight and we won’t be home until 9 p.m. You’ll have to eat dinner alone. There’s some food for you in the fridge."",""speaker"":""Phong’s mum"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""OK. Like what, Mum?"",""speaker"":""Phong"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Some meat with tofu and some fried vegetables. I’m afraid there isn’t any bread left, but you can have noodles instead."",""speaker"":""Phong’s mum"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Er, but I usually have rice, Mum."",""speaker"":""Phong"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""There’s some rice left from lunch. Just warm it up."",""speaker"":""Phong’s mum"",""css"":"""",""begin"":"""",""end"":""""},{""content"":"" All right, Mum. What is there to drink? "",""speaker"":""Phong"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""There’s milk, juice, or mineral water."",""speaker"":""Phong’s mum"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""How much milk is there?"",""speaker"":""Phong"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Oh, I forgot... There isn’t any milk left. I’ll buy some tomorrow. You can have some orange juice instead. How many cartons do you want?"",""speaker"":""Phong’s mum"",""css"":"""",""begin"":"""",""end"":""""},{""content"":"" One... No, wait, two please."",""speaker"":""Phong"",""css"":"""",""begin"":"""",""end"":""""}],""audio"":""/audio/TA7T1SHS/U5-L1-1.mp3"",""pageNumber"":""48""}","39","11","Unit 5 VIETNAMESE FOOD AND DRINK","GETTING STARTED","1 Listen and read.",,"2015-10-18 17:26:51","2015-12-19 04:18:41",NULL,"7105011"
"1177","{""name"":"" 6: THE FIRST UNIVERSITY IN VIET NAM "",""imgs"":[{""url"":""/images/TA7T1SHS/U6-L1-1-1-pglqvklzrcmxpsbm.jpg""}],""sentences"":[{""content"":""What are you doing, Mai?"",""speaker"":""Mai’s mum"",""css"":"""",""begin"":"""",""end"":""""},{""content"":"" I’m preparing for a trip to the Temple of Literature and the Imperial Academy."",""speaker"":""Mai"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Oh, I see. You know that it’s a famous historic and cultural place."",""speaker"":""Mai’s mum"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Of course, Mum."",""speaker"":""Mai"",""css"":"""",""begin"":"""",""end"":""""},{""content"":"" Did you know that it was started in the 11th century? The Imperial Academy is considered the first university in Viet Nam."",""speaker"":""Mai’s mum"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Yeah, we learned about that in school. Mum, this is the list of the things I plan to take with me."",""speaker"":""Mai"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Let me have a look. … You definitely don’t need an umbrella. It’s winter and there’s not much rain."",""speaker"":""Mai’s mum"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Will it be cold?"",""speaker"":""Mai"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Yes, it’s a good idea to take warm clothes."",""speaker"":""Mai’s mum"",""css"":"""",""begin"":"""",""end"":""""},{""content"":"" I see."",""speaker"":""Mai"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""The Temple of Literature is a beautiful place. It’s surrounded by trees and contains many interesting things. You’d better take the camera."",""speaker"":""Mai’s mum"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""I will, Mum."",""speaker"":""Mai"",""css"":"""",""begin"":"""",""end"":""""}],""audio"":""/audio/TA7T1SHS/U6-L1-1.mp3"",""pageNumber"":""58""}","39","11","Unit 6 THE FIRST UNIVERSITY IN VIET NAM","GETTING STARTED","1 Listen and read.",,"2015-10-18 17:32:10","2015-12-19 04:17:37",NULL,"7106011"
"2487","{""name"":""1a Listen again to part of the conversation. Underline the past simple or the present perfect. "",""pageNumber"":""29"",""imgs"":[{""url"":""""}],""sentences"":[{""content"":""Have you ever done volunteer work?"",""speaker"":""Reporter"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Yes. I’m a member of Be a Buddy - a programme that helps street children. Last year we provided evening classes for fifty children."",""speaker"":""Mai"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""Wonderful! What else have you done?"",""speaker"":""Reporter"",""css"":"""",""begin"":"""",""end"":""""},{""content"":""We’ve asked people to donate books and clothes to the children. "",""speaker"":""Mai"",""css"":"""",""begin"":"""",""end"":""""}],""audio"":""""}","39","11","Unit 3 COMMUNITY SERVICE","A CLOSER LOOK 2","1a Listen again to part of the conversation. Underline the past simple or the present perfect.",,"2015-11-13 09:03:50","2015-11-14 13:49:37",NULL,"7103031"
"3404","{""name"":""1 Read the text about volunteer work in the United States."",""pageNumber"":""32"",""imgs"":[{""url"":""/images/TA7T1SHS/U3-L5-1-1-hgktynitoeghdpou.jpg""}],""sentences"":[{""content"":""In the United States, almost everyone, at one time or another, has been a volunteer. According to U.S. government statistics, about one-fifth of the American population does volunteer work each year. Americans have had the tradition of volunteering and helping one another since the early days of the country. Americans volunteer not because they are forced or paid to do it. They enjoy it! Traditional volunteer activities include raising money for people in need, cooking and giving food, doing general labour (such as clean-up projects and home repair), providing transportation (such as giving rides to the elderly), and tutoring/mentoring young people. (adapted from “Volunteering: An American Tradition” by Susan J. Ellis and Katherine H. Campbell in eJournal USA: The Spirit of Volunteerism. U.S. Department of State, 2012)."",""speaker"":"""",""css"":"""",""begin"":"""",""end"":""""}],""audio"":""""}","39","11","Unit 3 COMMUNITY SERVICE","SKILLS 1","1 Read the text about volunteer work in the United States.",,"2015-11-30 15:50:26","2015-11-30 15:53:33",NULL,"7103051"
"3429","{""name"":""2 Read the following passage. In groups, discuss the questions below."",""pageNumber"":""43"",""imgs"":[{""url"":""""}],""sentences"":[{""content"":""Today, schools in several countries are considering the question of whether subjects like music and arts should be among those in the curriculum. For many people, a good knowledge of music and arts is regarded as a necessity for anyone who wants to be truly educated. Some say that students who are good at music and arts actually do better in more academic subjects like maths and science. However, some people see music and arts as an unimportant part of education since they don’t prepare students for a life of work."",""speaker"":"""",""css"":"""",""begin"":"""",""end"":""""}],""audio"":""""}","39","11","Unit 4 MUSIC AND ARTS","COMMUNICATION","2 Read the following passage. In groups, discuss the questions below.",,"2015-12-02 07:25:46","2015-12-02 07:27:05",NULL,"7104042"
"3433","{""name"":""1 Read Phong’s blog. Find the words from the box below in the text and underline them. Use the words around each underlined word to help you understand the meaning."",""pageNumber"":""54"",""imgs"":[{""url"":""/images/TA7T1SHS/U5-L5-1-2-rqrqocshjuhcmcxh.jpg""},{""url"":""/images/TA7T1SHS/U5-L5-1-3-uwhjamdlfmpfclmj.jpg""},{""url"":""/images/TA7T1SHS/U5-L5-1-4-wnhxblietrnhnzij.jpg""},{""url"":""/images/TA7T1SHS/U5-L5-1-5-svwuexthpmqtwnmh.jpg""},{""url"":""/images/TA7T1SHS/U5-L5-1-6-kqnzrsywuhygyjht.jpg""}],""sentences"":[{""content"":""Sun, Feb 24,... PHO - A POPULAR DISH IN HA NOI. Among the many special dishes in Ha Noi, pho is the most popular. It is a special kind of Vietnamese soup. We can enjoy pho for all kinds of meals during the day, from breakfast to dinner, and even for a late night snack. Pho has a very special taste. The rice noodles are made from the best variety of rice. The broth for pho bo (beef noodle soup) is made by stewing the bones of cows for a long time in a large pot. The broth for another kind of pho, pho ga (chicken noodle soup) is made by stewing chicken bones. The chicken meat served with pho ga is boneless and cut into thin slices... It's so delicious! Tell me about a popular dish where you live! Posted by Phong at 5:30 p.m."",""speaker"":"""",""css"":"""",""begin"":"""",""end"":""""}],""audio"":""""}","39","11","Unit 5 VIETNAMESE FOOD AND DRINK","SKILLS 1","1 Read Phong’s blog. Find the words from the box below in the text and underline them. Use the words around each underlined word to help you understand the meaning.",,"2015-12-02 08:16:12","2015-12-02 08:19:33",NULL,"7105051"
